SKU,APORTE,FECHA_INICIO,FECHA_FIN,DEPTO,DPC/WEB,DESCRIPCION,P. TMP,P. AON,%APORTE,DEPARTAMENTO
23853660,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,GLASSYVENEZIA BLACKBLACK OVEN X,328386,273600,0.166834152,LINEA BLANCA
23853661,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,GLASSYVENEZIA BLACKLUBECK BC,366371,311585,0.149536945,LINEA BLANCA
23853662,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,GLASSYVENEZIA IXBLACK OVEN X,3049,2899,0.049196458,LINEA BLANCA
23853663,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,GLASSYVENEZIA IXLUBECK BC,3169,3019,0.047333544,LINEA BLANCA
23853664,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,NOTTE XCK601NEMBLACK OVEN X,2349,2199,0.06385696,LINEA BLANCA
23853665,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,NOTTE XCURVA PBLACK OVEN X,2699,2549,0.055576139,LINEA BLANCA
23853666,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,NOTTE XCURVA PLUBECK BC,2799,2649,0.053590568,LINEA BLANCA
23853667,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,NOTTE XN5 60SSBLACK OVEN X,2639,2489,0.056839712,LINEA BLANCA
23853668,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,NOTTE XVENEZIA BLACKBLACK OVEN X,2899,2749,0.05174198,LINEA BLANCA
23853669,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,NOTTE XVENEZIA BLACKLUBECK BC,3569,3419,0.042028579,LINEA BLANCA
23853670,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,NOTTE XVENEZIA IXBLACK OVEN X,3239,3089,0.04631059,LINEA BLANCA
23853671,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,NOTTE XVENEZIA IXGAMMA B,3799,3649,0.039484075,LINEA BLANCA
23853672,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,NOTTE XVENEZIA IXLUBECK BC,3349,3199,0.044789489,LINEA BLANCA
23853673,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,NOTTE PLUSCURVA PBLACK OVEN X,2899,2749,0.05174198,LINEA BLANCA
23853674,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,NOTTE PLUSCURVA PLUBECK BC,2999,2849,0.050016672,LINEA BLANCA
23853675,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,NOTTE PLUSN5 60SSBLACK OVEN X,220274,165488,0.248717506,LINEA BLANCA
23853676,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,NOTTE PLUSVENEZIA BLACKBLACK OVEN X,328386,273600,0.166834152,LINEA BLANCA
23853677,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,NOTTE PLUSVENEZIA BLACKLUBECK BC,366371,311585,0.149536945,LINEA BLANCA
23853678,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,NOTTE PLUSVENEZIA IXBLACK OVEN X,293322,238537,0.186774262,LINEA BLANCA
23853679,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,NOTTE PLUSVENEZIA IXLUBECK BC,328386,273600,0.166834152,LINEA BLANCA
23853680,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,GLASSY PLUSCK902NEMBLACK OVEN X,2549,2399,0.058846607,LINEA BLANCA
23853681,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,GLASSY PLUSCK902NEMGAMMA B,3149,2999,0.04763417,LINEA BLANCA
23853682,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,GLASSY PLUSCK902NEMLUBECK BC,2749,2599,0.054565296,LINEA BLANCA
23853683,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,KARADCK902IX-ABLACK OVEN X,2699,2549,0.055576139,LINEA BLANCA
23853684,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,KARADCK902IX-AGAMMA B,3249,3099,0.046168052,LINEA BLANCA
23853685,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,KARADCK902IX-ALUBECK BC,2899,2749,0.05174198,LINEA BLANCA
23853686,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,KARADCK902NEMBLACK OVEN X,147225,92440,0.372117507,LINEA BLANCA
23853687,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,KARADCK902NEMLUBECK BC,182289,127503,0.300544739,LINEA BLANCA
23853688,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,SORBOLA XCK902NEMBLACK OVEN X,182289,127503,0.300544739,LINEA BLANCA
23853689,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,SORBOLA XCK902NEMGAMMA B,255338,200552,0.214562658,LINEA BLANCA
23853690,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,SORBOLA XCK902NEMLUBECK BC,220274,165488,0.248717506,LINEA BLANCA
23853691,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,SORBOLA PLUSCK902NEMBLACK OVEN X,2849,2699,0.052650053,LINEA BLANCA
23853692,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,SORBOLA PLUSCK902NEMGAMMA B,3449,3299,0.043490867,LINEA BLANCA
23853693,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,SORBOLA PLUSCK902NEMLUBECK BC,3049,2899,0.049196458,LINEA BLANCA
23853694,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,SORBOLA PLUSVENEZIA BLACKBLACK OVEN X,3299,3149,0.045468324,LINEA BLANCA
23855653,127.119,1/4/2021,1/10/2021,D103,AON,SC-TMAX50PUK,1399,1249,0.107219442,AUDIO
23855653,127.119,1/12/2021,1/20/21,D103,AON,SC-TMAX50PUK,1299,1149,0.115473441,AUDIO
23856310,20,1/1/2021,1/31/2021,D385,AON,ESCALERA MAD 1,76MTS,99.95,79.95,0.20010005,COMPLEMENTOS DECO
23860912,6.13333,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,CONAIR,61.33333333,55.2,0.1,ELECTRODOMESTICOS
23860913,13.2444,1/1/2021,1/31/2021,D200,20% DESDE PRECIO MASTER EN CP CON TR,Quitapelusas Recargable CONAIR CLS2,132.4444444,119.2,0.1,CUIDADO PERSONAL
23860916,3.46667,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,CUISINART,34.66666667,31.2,0.1,ELECTRODOMESTICOS
23860918,133.244,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,CUISINART,1332.444444,1199.2,0.1,ELECTRODOMESTICOS
23896645,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,LM57SDT.AMCGLPR,5199,5049,0.028851702,LINEA BLANCA
23896646,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,LS74SDN.ANSGLPR,5199,5049,0.028851702,LINEA BLANCA
23896647,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,GT39WPPDC.APZGLPR,1899,1749,0.078988942,LINEA BLANCA
23896648,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,WT13BS6H.ABLGLGP,1499,1349,0.100066711,LINEA BLANCA
23903862,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,COCINA AGILE 5 NE + CAMP CK902NEM,1599,1449,0.09380863,LINEA BLANCA
23915825,70,1/1/2021,1/31/2021,D385,AON,MOSQUITERO AQUA,139.95,69.95,0.500178635,COMPLEMENTOS DECO
23916546,93.2203,1/8/2021,1/14/21,D171,AON,H4319FH5IP,1099,989,0.100090992,TV-VIDEO
23922030,169.492,1/4/2021,1/31/21,D171,AON,58PUD6513,1799,1599,0.111172874,TV-VIDEO
23926477,35.4667,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,THOMAS,354.6666667,319.2,0.1,ELECTRODOMESTICOS
23926478,39.9333,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,THOMAS,399.3333333,359.4,0.1,ELECTRODOMESTICOS
23952128,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,RSG314S.FSTGLPR,2899,2749,0.05174198,LINEA BLANCA
23952130,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,RSG314S.FBKGLPR,2499,2349,0.06002401,LINEA BLANCA
23953901,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,LAVAVAJILLAS INOX SMS68NI10E,3199,3049,0.046889653,LINEA BLANCA
23953902,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,ENCIMERA A GAS PPQ9A6B90,2699,2549,0.055576139,LINEA BLANCA
23953903,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,LAVAVAJILLAS INOX SMS46AI05E,2799,2649,0.053590568,LINEA BLANCA
23953904,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,LAVAVAJILLAS INOX SMS25AI05E NUEVO,2099,1949,0.071462601,LINEA BLANCA
23981183,11.4667,1/1/2021,1/31/2021,D200,20% DESDE PRECIO MASTER EN CP CON TR,Cepillo de Limpieza SKINPOD de Silicona CONAIR SF1,114.6666667,103.2,0.1,CUIDADO PERSONAL
24016034,169.492,1/4/2021,1/31/21,D171,AON,55U6295,1699,1499,0.117716304,TV-VIDEO
24063598,80,1/5/2021,1/17/21,D191,AON,SAMSUNG A20s - NEGRO,799,719,0.100125156,TELEFONIA MOVIL
24063599,80,1/5/2021,1/17/21,D191,AON,SAMSUNG A20s - AZUL,799,719,0.100125156,TELEFONIA MOVIL
24073042,8.88,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,BLANIK,88.8,79.92,0.1,ELECTRODOMESTICOS
24073043,11.5467,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,TAURUS,115.4666667,103.92,0.1,ELECTRODOMESTICOS
24073044,11.5467,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,TAURUS,115.4666667,103.92,0.1,ELECTRODOMESTICOS
24073045,31.0222,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,CUISINART,310.2222222,279.2,0.1,ELECTRODOMESTICOS
24073046,15.9111,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,THOMAS,159.1111111,143.2,0.1,ELECTRODOMESTICOS
24073047,8.88,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,TAURUS,88.8,79.92,0.1,ELECTRODOMESTICOS
24080148,100,1/2/2021,1/5/2021,D136,S/100 DSCTO EN LINEA BLANCA DESDE 1299 CON TR,Congelador Mabe CHM300PS2 300LT Silver,1369,1269,0.073046019,LINEA BLANCA
24108022,100,1/2/2021,1/4/2021,D136,S/100 DSCTO EN LINEA BLANCA DESDE 1299 CON TR,WD12BVC2S6C.ABLGLGP,2499,2399,0.040016006,LINEA BLANCA
24108022,200,1/5/2021,1/18/21,D136,AON,WD12BVC2S6C.ABLGLGP,2299,2099,0.086994345,LINEA BLANCA
24124967,30,1/5/2021,1/31/21,D200,AON,AFEITADORA GBS ABSOLUTE SHAVER,229,199,0.131004367,CUIDADO PERSONAL
24132835,100,1/2/2021,1/5/2021,D136,S/100 DSCTO EN LINEA BLANCA DESDE 1299 CON TR,COCINA SOLE PARIS 60CM COSOL033,1399,1299,0.071479628,LINEA BLANCA
24182654,22.1333,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,INDURAMA,221.3333333,199.2,0.1,ELECTRODOMESTICOS
24182655,7.91111,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,INDURAMA,79.11111111,71.2,0.1,ELECTRODOMESTICOS
24182656,6.13333,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,INDURAMA,61.33333333,55.2,0.1,ELECTRODOMESTICOS
24182657,6.13333,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,INDURAMA,61.33333333,55.2,0.1,ELECTRODOMESTICOS
24182658,8.8,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,INDURAMA,88,79.2,0.1,ELECTRODOMESTICOS
24182659,7.91111,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,INDURAMA,79.11111111,71.2,0.1,ELECTRODOMESTICOS
24182660,11.4667,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,INDURAMA,114.6666667,103.2,0.1,ELECTRODOMESTICOS
24182661,13.2444,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,INDURAMA,132.4444444,119.2,0.1,ELECTRODOMESTICOS
24182662,14.1333,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,INDURAMA,141.3333333,127.2,0.1,ELECTRODOMESTICOS
24182663,17.6889,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,INDURAMA,176.8888889,159.2,0.1,ELECTRODOMESTICOS
24182664,26.5778,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,INDURAMA,265.7777778,239.2,0.1,ELECTRODOMESTICOS
24182676,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,REFRIGERADOR RI-469D 379L INDU,1699,1549,0.088287228,LINEA BLANCA
24182677,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,REFRIGERADOR RI-699N 404L IND,2299,2149,0.065245759,LINEA BLANCA
24201920,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,F9S60GF-SS VENEZIA BLACK,5149,4999,0.02913187,LINEA BLANCA
24254031,52720.3,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,IROBOT,527203.3333,474483,0.1,ELECTRODOMESTICOS
24254032,177.689,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,IROBOT,1776.888889,1599.2,0.1,ELECTRODOMESTICOS
24288298,8.8,1/1/2021,1/31/2021,D200,20% DESDE PRECIO MASTER EN CP CON TR,BRE225 00 DEPILADORA PHILIPS,88,79.2,0.1,CUIDADO PERSONAL
24311024,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,REFRIGERADORA RGP-40GMBD 392L COLOR BLACK,1499,1349,0.100066711,LINEA BLANCA
24380864,101,1/1/2021,1/10/2021,D386,10% ADICIONAL - WEB,MESA CENTRO HOLLYNYX,1000,899,0.101,MUEBLES
24380865,101,1/1/2021,1/10/2021,D386,10% ADICIONAL - WEB,MESA CENTRO HAROFLYN,1000,899,0.101,MUEBLES
24380866,191,1/1/2021,1/10/2021,D386,10% ADICIONAL - WEB,MESA CENTRO FLYNTER,1900,1709,0.100526316,MUEBLES
24380867,181,1/1/2021,1/10/2021,D386,10% ADICIONAL - WEB,MESA CENTRO JOHNELLE,1800,1619,0.100555556,MUEBLES
24396760,70,1/1/2021,1/31/2021,D392,AON,CACTUS 155CMS C/BASE,369.95,299.95,0.189214759,DECORACION
24409344,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,HORNO GAS FGA 820 SS,1849,1699,0.081124932,LINEA BLANCA
24409345,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,HORNOMICROONDAS COMBI HLC 847 C 41 LITROS,3849,3699,0.038971161,LINEA BLANCA
24409346,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,HORNO COMPACTO HKS 635 INOX,1649,1499,0.090964221,LINEA BLANCA
24409347,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,CALIENTAPLATOS CP-15 GS,1649,1499,0.090964221,LINEA BLANCA
24409348,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,MICROONDAS MLC 844 44 LITROS,2899,2749,0.05174198,LINEA BLANCA
24409350,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,ENCIMERA INDUCCIN IZS 34600 DMS,1729,1579,0.08675535,LINEA BLANCA
24409352,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,ENCIMERA CRISTAL GAS GZC 95320 XBB,2789,2639,0.053782718,LINEA BLANCA
24409353,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,ENCIMERA CRISTAL GAS GZC 75330 XBB,2149,1999,0.069799907,LINEA BLANCA
24409354,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,ENCIMERA CRISTAL GAS GZC 64320 XBB,1569,1419,0.095602294,LINEA BLANCA
24409359,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,CAMPANA MURAL A PARED DPL 986 T CF,2599,2449,0.057714506,LINEA BLANCA
24409371,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,COMBO CAMP C6310 ENCIMERA TB6415,1539,1389,0.097465887,LINEA BLANCA
24409374,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,COMBO CAMP C9310 ENCIMERA GBC 64003 KIB,1499,1349,0.100066711,LINEA BLANCA
24409375,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,COMBO CAMP C9310 ENCIMERA GBC 75030 KIN,2099,1949,0.071462601,LINEA BLANCA
24409376,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,COMBO CAMP C9310 ENCIMERA TB6415,1649,1499,0.090964221,LINEA BLANCA
24409377,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,COMBO CAMP NC980 ENCIMERA GBC 75030 KIN,2999,2849,0.050016672,LINEA BLANCA
24409378,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,COMBO CAMP NC980 ENCIMERA TB6415,2499,2349,0.06002401,LINEA BLANCA
24409379,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,COMBO CAMP DBB 90 ENCIMERA EH 90,1999,1849,0.075037519,LINEA BLANCA
24409380,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,TRICOMBO CL610 HLX 50 HBB 535,2399,2249,0.062526053,LINEA BLANCA
24409381,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,TRICOMBO CL610 HLX 50 HSB 610,2699,2549,0.055576139,LINEA BLANCA
24409382,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,TRICOMBO CL610 HLX 50 HSB 635,2949,2799,0.0508647,LINEA BLANCA
24409383,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,TRICOMBO CL610 EP 60 HBB 535,2449,2299,0.06124949,LINEA BLANCA
24409384,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,TRICOMBO CL610 EP 60 HSB 610,2799,2649,0.053590568,LINEA BLANCA
24409385,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,TRICOMBO CL610 EP 60 HSB 635,2999,2849,0.050016672,LINEA BLANCA
24409386,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,TRICOMBO CL610 GBC 64003 KIB HBB535,2749,2599,0.054565296,LINEA BLANCA
24409387,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,TRICOMBO CL610 GBC 64003 KIB HSB 610,2899,2749,0.05174198,LINEA BLANCA
24409388,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,TRICOMBO CL610 GBC 64003 KIB HSB 635,3149,2999,0.04763417,LINEA BLANCA
24409389,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,TRICOMBO CL610 TB6415 HBB 535,2749,2599,0.054565296,LINEA BLANCA
24409390,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,TRICOMBO CL610 TB6415 HSB 610,3149,2999,0.04763417,LINEA BLANCA
24409391,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,TRICOMBO CL610 TB6415 HSB 635,3299,3149,0.045468324,LINEA BLANCA
24409392,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,TRICOMBO C6310 HLX 50 HBB 535,2599,2449,0.057714506,LINEA BLANCA
24409393,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,TRICOMBO C6310 HLX 50 HSB 610,2899,2749,0.05174198,LINEA BLANCA
24409394,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,TRICOMBO C6310 HLX 50 HSB 635,2999,2849,0.050016672,LINEA BLANCA
24409395,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,TRICOMBO C6310 EP60 HSB 535,2649,2499,0.056625142,LINEA BLANCA
24409396,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,TRICOMBO C6310 EP60 HSB 610,2899,2749,0.05174198,LINEA BLANCA
24409397,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,TRICOMBO C6310 EP60 HSB 635,2999,2849,0.050016672,LINEA BLANCA
24409398,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,TRICOMBO C6310 TB6415 HBB 535,2999,2849,0.050016672,LINEA BLANCA
24409399,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,TRICOMBO C6310 TB6415 HSB 610,3199,3049,0.046889653,LINEA BLANCA
24409400,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,TRICOMBO C6310 TB6415 HSB 635,3399,3249,0.044130627,LINEA BLANCA
24409401,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,TRICOMBO C6310 GBC 64003 KIB HBB535,2899,2749,0.05174198,LINEA BLANCA
24409402,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,TRICOMBO C6310 GBC 64003 KIB HSB 610,2999,2849,0.050016672,LINEA BLANCA
24409403,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,TRICOMBO C6310 GBC 64003 KIB HSB 635,3199,3049,0.046889653,LINEA BLANCA
24409404,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,TRICOMBO C9310 HLX 50 HBB 535,2799,2649,0.053590568,LINEA BLANCA
24409405,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,TRICOMBO C9310 HLX 50 HSB 610,2999,2849,0.050016672,LINEA BLANCA
